Timestamp,Machine_ID,Process_Stage,Machine_Status,Temperature,Vibration,Pressure,Power_Consumption,Cycle_Time_Sec,Wafer_Count,Operating_Hours,Downtime_Flag,Machine_Efficiency_Pct,Chemical_Flow_Rate,Particle_Count,Breakdown_Risk_Label,Temperature_Uniformity,Gas_Flow,Film_Thickness,Deposition_Rate,Overlay_Error,Exposure_Dose,Etch_Rate,Defect_Count,Ion_Dose,Beam_Current,Heating_Rate,Cooling_Rate,Removal_Rate,Surface_Roughness,Measurement_Deviation,Critical_Dimension,Defect_Density,Yield_Pct,Contact_Resistance,Position_Error,Queue_Time_Sec,Transport_Time_Sec,Date,Machine_Name,Manufacturer,Installation_Date,Days_Since_Maintenance,Maintenance_Interval_Days,Historical_Failure_Count,Maintenance_Risk_Label,Maintenance_Wear_Index,Avg_Material_Stock,Min_Days_of_Stock,Avg_Material_Quality_Pct,False_Data_Flag
2026-01-01 00:00:00,M01,Cleaning,Running,73.1,3.16,2.019,407.0,33.26,17,745.2,0,97.6,43.36,50.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Wafer Cleaning System,TEL,2022-10-29,35,90,0,Low,0.3888888888888889,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M02,Oxidation,Running,79.6,2.702,1.28,478.88,35.68,24,2371.3,0,99.3,0.0,0.0,0,46.73,54.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Oxidation Furnace,LAM Research,2022-03-08,0,30,1,Low,0.0,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M03,Deposition,Running,82.98,2.035,1.863,432.4,38.28,22,549.6,0,100.0,0.0,0.0,0,0.0,0.0,50.87,60.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,CVD System,KLA,2022-04-28,0,30,3,Low,0.0,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M04,Deposition,Running,57.21,2.895,1.976,433.07,49.07,19,2207.4,0,100.0,0.0,0.0,0,0.0,0.0,50.29,54.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,PVD System,Applied Materials,2023-11-27,0,30,1,Low,0.0,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M05,Deposition,Running,87.5,2.439,1.693,417.59,73.45,19,2742.2,0,100.0,0.0,0.0,0,0.0,0.0,52.44,50.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,ALD System,LAM Research,2021-02-14,0,30,2,Low,0.0,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M06,Lithography,Running,65.09,2.754,1.763,382.59,81.38,19,1808.9,0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.54,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Photoresist Coater,KLA,2022-02-08,9,90,3,Low,0.1,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M07,Lithography,Running,67.49,2.156,1.464,445.92,38.17,24,756.7,0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.67,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Lithography Exposure System,LAM Research,2020-07-26,23,30,4,Medium,0.7666666666666667,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M08,Lithography,Running,63.92,1.633,2.195,383.36,35.6,20,1942.1,0,95.5,0.0,0.0,0,0.0,0.0,0.0,0.0,47.02,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Developer System,KLA,2023-01-28,0,30,1,Low,0.0,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M09,Etching,Running,75.62,2.193,2.263,376.28,69.43,24,1049.1,0,99.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.65,50.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Plasma Etcher,TEL,2021-03-31,5,60,1,Low,0.08333333333333333,529.65,5.9,96.31666666666666,
2026-01-01 00:00:00,M10,Etching,Running,75.94,1.543,1.541,473.59,75.52,20,2480.3,0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.03,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-01,Wet Etching System,Applied Materials,2021-11-08,0,30,0,Low,0.0,529.65,5.9,96.31666666666666,
